416	914	42	anaheim
273	292	3749
274	11	2640
274	273	5280
275	16	2640
275	295	5280
276	227	1320
276	265	9451
276	298	1901
277	99	1320
277	278	1320
278	103	1320
278	277	1320
278	279	1109
279	278	1109
279	299	1109
280	266	4330
280	281	1531
281	280	1531
281	282	950
282	97	1320
282	281	950
282	283	1320
283	105	1320
283	282	1320
283	284	739
284	283	739
284	285	1531
285	284	1531
285	301	1109
286	267	4541
286	287	1901
287	95	1320
287	286	1901
287	288	1320
288	107	1320
288	287	1320
288	302	3221
289	93	1320
289	268	6600
289	290	1320
290	109	1320
290	289	1320
290	303	3379
291	272	5280
291	304	4910
292	88	1320
292	273	3749
292	293	1320
293	114	1320
293	292	1320
293	294	739
294	293	739
294	307	1901
295	275	5280
295	296	1109
295	309	4171
296	147	1320
296	295	1109
296	297	1320
297	133	1320
297	296	1320
297	298	3010
298	238	1320
298	276	1901
298	297	3010
298	299	2640
298	314	5069
299	279	1109
299	298	2640
299	300	1320
299	315	5069
300	299	1320
300	301	1320
301	26	1320
301	41	2640
301	285	1109
301	300	1320
301	310	3010
302	26	1320
302	27	1320
302	41	2640
302	42	4066
302	288	3221
302	318	5650
303	27	1320
303	42	4066
303	290	3379
303	304	2429
303	311	739
304	291	4910
304	303	2429
304	305	1901
304	320	8659
305	197	1320
305	304	1901
305	306	1320
306	179	1320
306	305	1320
306	307	1320
307	28	1320
307	43	2640
307	294	1901
307	306	1320
307	308	5280
308	10	2640
308	307	5280
309	150	1320
309	295	4171
309	312	739
310	225	1320
310	301	3010
310	316	1901
311	303	739
311	319	7181
312	309	739
312	313	2059
312	324	4541
313	130	1320
313	312	739
313	314	4330
314	298	5069
314	313	4541
314	315	6811
314	326	2851
315	299	5069
315	314	2640
315	316	2270
315	327	2851
316	240	1320
316	310	1901
316	315	2640
316	317	3010
316	328	2851
317	316	3010
317	318	2640
318	302	5650
318	317	2270
318	319	2640
318	329	2270
319	311	7181
319	318	6811
319	320	4541
319	331	1901
320	304	8659
320	319	4330
320	332	1901
320	333	739
321	17	2640
321	322	5280
322	152	1320
322	321	5280
322	323	1320
323	128	1320
323	322	1320
323	324	1531
324	312	4541
324	323	1531
324	325	2270
324	339	950
325	324	2270
325	326	4171
326	314	2851
326	325	4171
326	327	2640
326	340	2640
327	315	2851
327	326	2640
327	328	2640
327	341	2640
328	30	1320
328	45	2640
328	316	2851
328	327	2640
328	342	2640
329	30	1320
329	45	2640
329	223	1320
329	318	2270
329	330	1109
329	338	1690
330	329	1109
330	331	5069
331	31	1320
331	46	2429
331	319	1901
331	330	5069
331	344	1901
332	31	1320
332	46	2482
332	320	1901
332	333	1109
332	357	5491
333	320	2059
333	332	1109
333	334	739
334	199	1320
334	333	739
334	335	1320
335	177	1320
335	334	1320
335	336	1320
336	28	1320
336	32	1320
336	43	7920
336	47	2640
336	335	1320
336	337	5280
337	9	2640
337	336	5280
338	242	1320
338	329	1690
338	343	1109
339	29	1320
339	44	2640
339	324	950
339	350	4541
340	29	1320
340	44	2640
340	326	2640
340	341	2640
340	352	5280
341	327	2640
341	340	2640
341	342	2640
341	353	5280
342	328	2640
342	341	2640
342	343	5280
342	354	5280
343	338	1109
343	342	5280
343	355	5280
344	331	1901
344	345	1690
345	221	1320
345	344	1690
345	346	2851
346	244	1320
346	345	2851
346	356	739
347	17	2640
347	348	5280
348	155	1320
348	347	5280
348	349	1320
349	125	1320
349	348	1320
349	350	2270
350	339	4541
350	349	2270
350	351	1901
350	366	5280
351	350	1901
351	352	3749
352	340	5280
352	351	3749
352	353	2640
352	368	5280
353	341	5280
353	352	2640
353	354	2640
353	369	5280
354	342	5280
354	353	2640
354	355	5280
354	370	5280
355	343	5280
355	354	5280
355	356	5280
355	371	5280
356	346	739
356	355	5280
356	357	5280
356	372	5280
357	332	5491
357	356	5280
357	358	1901
357	362	4541
358	201	1320
358	357	1901
358	359	1320
359	175	1320
359	358	1320
359	360	1320
360	32	1320
360	47	2640
360	359	1320
360	361	5280
360	377	5280
361	9	2640
361	360	5280
362	357	4541
362	374	739
363	18	2640
363	364	5280
364	157	1320
364	363	5280
364	365	1320
365	123	1320
365	364	1320
365	366	2270
366	350	5280
366	365	2270
366	367	1901
366	383	6019
367	366	1901
367	368	3749
368	33	1320
368	48	2640
368	352	5280
368	367	3749
368	369	2640
369	353	5280
369	368	2640
369	370	2640
369	385	5280
370	354	5280
370	369	2640
370	371	5280
370	386	5280
371	355	5280
371	370	5280
371	372	5280
371	387	5280
372	34	1320
372	49	2640
372	356	5280
372	371	5280
372	373	3749
373	246	1320
373	372	3749
373	374	1531
374	218	1320
374	362	739
374	373	1531
374	375	1901
374	389	5280
375	203	1320
375	374	1901
375	376	1320
376	173	1320
376	375	1320
376	377	1320
377	35	1320
377	50	2640
377	360	5280
377	376	1320
377	378	5280
378	8	2640
378	377	5280
379	18	2640
379	380	5280
380	159	1320
380	379	5280
380	381	1320
381	121	1320
381	380	1320
381	382	1531
382	381	1531
382	383	1109
383	366	6019
383	382	1109
383	384	5280
383	400	5280
384	33	1320
384	48	2640
384	383	5280
384	385	2640
384	401	5280
385	369	5280
385	384	2640
385	386	2640
385	402	5280
386	370	5280
386	385	2640
386	387	5280
386	403	5280
387	371	5280
387	386	5280
387	388	5280
387	404	5280
388	34	1320
388	49	2640
388	387	5280
388	389	5280
388	405	5280
389	374	5280
389	388	5280
389	390	1901
389	406	6811
390	248	1320
390	389	1901
390	391	1109
391	206	1320
391	390	1109
391	392	1109
392	169	1320
392	391	1109
392	393	370
393	35	1320
393	50	2640
393	392	370
393	394	5280
393	395	1531
394	8	2640
394	393	5280
395	214	1320
395	393	1531
395	409	5280
396	19	2640
396	397	5280
397	396	5280
397	398	1531
398	162	1320
398	397	1531
398	399	1320
399	118	1320
399	398	1320
399	400	370
400	36	1320
400	51	2640
400	383	5280
400	399	370
401	36	1320
401	51	2640
401	384	5280
401	402	2640
401	411	5280
402	385	5280
402	401	2640
402	403	2640
403	386	5280
403	402	2640
403	404	5280
403	412	5280
404	387	5280
404	403	5280
404	405	5280
404	413	5280
405	37	1320
405	52	2851
405	388	5280
405	404	5280
405	414	5280
406	37	1320
406	52	2798
406	389	6811
406	407	2851
406	415	5280
407	210	1320
407	406	2851
407	408	1320
408	166	1320
408	407	1320
408	409	581
409	395	5280
409	408	581
409	410	5280
410	7	2640
410	409	5280
411	20	2640
411	401	5280
412	20	2640
412	403	5280
413	21	2640
413	404	5280
414	21	2640
414	405	5280
415	22	2640
415	406	5280
